team_1,team_2,team_1_win_prob,team_2_win_prob
St. John's,UCLA,0.6102113888584463,0.38978861114155366
St. John's,Ohio St.,0.6009964182725256,0.3990035817274743
St. John's,TCU,0.7145916482593363,0.2854083517406637
St. John's,UCF,0.8047151039363335,0.1952848960636665
St. John's,South Florida,0.7055923998879532,0.2944076001120468
St. John's,Northern Iowa,0.7840249648751552,0.21597503512484478
St. John's,Cal Baptist,0.8446345891002809,0.15536541089971911
St. John's,North Dakota St.,0.8690737662463937,0.1309262337536064
St. John's,Furman,0.9270642478921202,0.07293575210787989
St. John's,Siena,0.9276598199879083,0.0723401800120918
St. John's,Michigan,0.318666865453263,0.6813331345467369
St. John's,Iowa St.,0.4673888349103548,0.5326111650896452
St. John's,Virginia,0.513569392836639,0.48643060716336084
St. John's,Alabama,0.5601828182002587,0.4398171817997413
St. John's,Texas Tech,0.5981124775641675,0.4018875224358324
St. John's,Tennessee,0.6083568903764314,0.39164310962356863
St. John's,Kentucky,0.6773981997579772,0.3226018002420228
St. John's,Georgia,0.6850154850424665,0.31498451495753355
St. John's,Saint Louis,0.7130982549321135,0.28690174506788646
St. John's,Santa Clara,0.6816925995226509,0.31830740047734907
St. John's,Miami (Ohio),0.8216193030507348,0.1783806969492652
St. John's,SMU,0.7756369117159788,0.22436308828402107
St. John's,Akron,0.7547388752127546,0.24526112478724538
St. John's,Hofstra,0.8255746921840251,0.17442530781597496
St. John's,Wright St.,0.8843711034080629,0.11562889659193709
St. John's,Tennessee St.,0.9235796676226979,0.07642033237730199
St. John's,Howard,0.9332726997607425,0.06672730023925756
St. John's,UMBC,0.9200713342827692,0.07992866571723084
St. John's,Florida,0.3982428106341527,0.6017571893658473
St. John's,Houston,0.40959392018233226,0.5904060798176677
St. John's,Illinois,0.47167292397926236,0.5283270760207377
St. John's,Nebraska,0.5914251869658976,0.40857481303410237
St. John's,Vanderbilt,0.5258551281497844,0.4741448718502155
St. John's,North Carolina,0.6382730665164075,0.36172693348359247
St. John's,Saint Mary's,0.599651417036283,0.400348582963717
St. John's,Clemson,0.6914114350532499,0.3085885649467501
St. John's,Iowa,0.6947388419145384,0.30526115808546167
St. John's,Texas A&M,0.7408882278332424,0.2591117721667577
St. John's,VCU,0.6877735074494935,0.3122264925505065
St. John's,McNeese,0.767572935798745,0.23242706420125497
St. John's,Troy,0.898171472735223,0.10182852726477709
St. John's,Penn,0.8959216052260985,0.10407839477390153
St. John's,Idaho,0.8972254436041518,0.10277455639584827
St. John's,Lehigh,0.9618375682711767,0.03816243172882325
St. John's,Prairie View A&M,0.9471820243217708,0.05281797567822908
St. John's,Arizona,0.31946883809840604,0.6805311619015939
